[ INFO ]2020-08-23 00:03:43.043 method: com.api.cases.BaseCase.init(BaseCase.java:29)-----  ===============================init======================================
[ INFO ]2020-08-23 12:01:28.028 method: com.api.cases.BaseCase.init(BaseCase.java:45)-----  AuthenticationUtils.VARS======================{${amount}=1000, ${adminLogin_mb}=13322222222, ${register_mb}=13355555555, ${register_pwd}=12345678, ${url}=api.lemonban.com}
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:30 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:31 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"手机号为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:31 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:31 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"密码格式为8到16位","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:30.030 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:32.032 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:32 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:32.032 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:32.032 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"账号已存在","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:32.032 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:33.033 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:34 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:33.033 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:33.033 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"账号已存在","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:33.033 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:34 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:35 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"手机号码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:35 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:35 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1001,"msg":"账号信息错误","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:34.034 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:35 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":0,"msg":"OK","data":{"id":2105497,"leave_amount":3000.0,"mobile_phone":"13355555555","reg_name":"小柠檬","reg_time":"2020-08-23 09:59:10.0","type":1,"token_info":{"token_type":"Bearer","expires_in":"2020-08-23 12:06:35","token":"eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIxMDU0OTcsImV4cCI6MTU5ODE1NTU5NX0.UIdbI6zIuOFJfy3F3WYPL9R5CYTKMpITlQm2LUrAtcdK-nvHsKE5By1KuFYKCxuJFEMnbbGhxDOivFLP3nowjg"}},"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:35 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1007,"msg":"无权限访问，请检查参数","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:36 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"余额必须大于0并且小于或者等于500000","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:36 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"余额必须大于0并且小于或者等于500000","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:36 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":2,"msg":"余额必须为数值型","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:35.035 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:37.037 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:37 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:37.037 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:37.037 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":0,"msg":"OK","data":{"id":2105497,"leave_amount":4000.0,"mobile_phone":"13355555555","reg_name":"小柠檬","reg_time":"2020-08-23 09:59:10.0","type":1},"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:37.037 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:38.038 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:39 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:38.038 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:38.038 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1004,"msg":"JSON parse error: Unexpected character ('ï' (code 239)): was expecting comma to separate Object entries; nested exception is com.fasterxml.jackson.core.JsonParseException: Unexpected character ('ï' (code 239)): was expecting comma to separate Object entries\n at [Source: (PushbackInputStream); line: 1, column: 66]","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:38.038 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:39.039 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:39 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:39.039 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:39.039 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":0,"msg":"OK","data":{"id":2105267,"leave_amount":8000.0,"mobile_phone":"13322222222","reg_name":"小柠檬","reg_time":"2020-08-22 23:47:00.0","type":0,"token_info":{"token_type":"Bearer","expires_in":"2020-08-23 12:06:39","token":"eyJhbGciOiJIUzUxMiJ9.eyJtZW1iZXJfaWQiOjIxMDUyNjcsImV4cCI6MTU5ODE1NTU5OX0.eQURhqD_vSRpOEW7iu8keXvDEAKjJ26a-CXVIxarmBuwHZJUUBYnvesNp8VhILi5A7u-tWS-pub1SwunoYf41g"}},"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:39.039 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:39.039 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:39 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:39.039 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:39.039 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1004,"msg":"JSON parse error: Unrecognized token '$': was expecting ('true', 'false' or 'null'); nested exception is com.fasterxml.jackson.core.JsonParseException: Unrecognized token '$': was expecting ('true', 'false' or 'null')\n at [Source: (PushbackInputStream); line: 1, column: 14]","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:39.039 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:39.039 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:201)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:01:40 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:01:39.039 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:205)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:01:39.039 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:210)-----  body :{"code":1004,"msg":"JSON parse error: Unrecognized token '$': was expecting ('true', 'false' or 'null'); nested exception is com.fasterxml.jackson.core.JsonParseException: Unrecognized token '$': was expecting ('true', 'false' or 'null')\n at [Source: (PushbackInputStream); line: 1, column: 36]","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:01:39.039 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:213)-----  status :200
[ INFO ]2020-08-23 12:01:39.039 method: com.api.cases.BaseCase.finish(BaseCase.java:50)-----  ===============================finish======================================
[ INFO ]2020-08-23 12:14:13.013 method: com.api.cases.BaseCase.init(BaseCase.java:29)-----  ===============================init======================================
[ INFO ]2020-08-23 12:14:13.013 method: com.api.cases.BaseCase.init(BaseCase.java:45)-----  AuthenticationUtils.VARS======================{${amount}=1000, ${adminLogin_mb}=13322222222, ${register_mb}=13355555555, ${register_pwd}=12345678, ${url}=api.lemonban.com}
[ INFO ]2020-08-23 12:14:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:16 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:16 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":1,"msg":"手机号为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:15.015 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:16 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:16 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":2,"msg":"密码格式为8到16位","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:16.016 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:17.017 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:17 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:17.017 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:17.017 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":2,"msg":"账号已存在","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:17.017 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:18 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":2,"msg":"账号已存在","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:19 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:19 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":1,"msg":"手机号码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:19 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":1,"msg":"密码为空","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:215)-----  status :200
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:203)-----  headers :[Server: nginx/1.4.2, Date: Sun, 23 Aug 2020 04:14:19 GMT, Content-Type: application/json;charset=UTF-8, Transfer-Encoding: chunked, Connection: keep-alive]
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:207)-----  content-Type :[Content-Type: application/json;charset=UTF-8]
[ INFO ]2020-08-23 12:14:18.018 method: com.api.utils.HttpUtils.printResponse(HttpUtils.java:212)-----  body :{"code":1001,"msg":"账号信息错误","data":null,"copyright":"Copyright 柠檬班 © 2017-2020 湖南省零檬信息技术有限公司 All Rights Reserved"}
